file_name,text,label
IMG_3949.jpg,"[{'text': '취', 'font_size': 41.0, 'center': [130.5, 164.5], 'conf': 1.0}, {'text': '창엽', 'font_size': 38.96, 'center': [194.5, 155.2], 'conf': 0.79}, {'text': '풍성한', 'font_size': 37.83, 'center': [209.0, 94.8], 'conf': 1.0}, {'text': '박람회', 'font_size': 36.42, 'center': [272.8, 144.0], 'conf': 1.0}, {'text': '김희정', 'font_size': 36.22, 'center': [51.5, 103.5], 'conf': 1.0}, {'text': '추석', 'font_size': 34.18, 'center': [281.2, 85.0], 'conf': 1.0}, {'text': '함께', 'font_size': 33.54, 'center': [309.0, 48.0], 'conf': 1.0}, {'text': '보내십시오', 'font_size': 31.33, 'center': [376.2, 73.5], 'conf': 1.0}, {'text': '가족과', 'font_size': 30.27, 'center': [248.0, 56.0], 'conf': 1.0}, {'text': '즐겁고', 'font_size': 29.43, 'center': [369.5, 40.5], 'conf': 1.0}, {'text': '국회의원', 'font_size': 25.63, 'center': [52.2, 74.2], 'conf': 1.0}, {'text': '부산여성', 'font_size': 18.11, 'center': [87.5, 178.0], 'conf': 0.98}, {'text': '2024', 'font_size': 18.07, 'center': [86.8, 161.5], 'conf': 0.98}, {'text': '부산시한1층하의심있로', 'font_size': 14.72, 'center': [417.2, 136.8], 'conf': 0.57}, {'text': '2024130', 'font_size': 14.64, 'center': [391.0, 126.8], 'conf': 0.8}, {'text': '1300-00', 'font_size': 14.64, 'center': [439.5, 119.2], 'conf': 0.99}]",Politics
20240911_102638_001.jpg,"[{'text': '중부대박교컴잘임잠진금3년-24년삼반기김질공무원', 'font_size': 26.52, 'center': [143.5, 30.8], 'conf': 0.74}, {'text': '합격쾌거', 'font_size': 21.0, 'center': [298.5, 30.5], 'conf': 0.92}, {'text': '83멍', 'font_size': 18.0, 'center': [266.0, 31.0], 'conf': 0.85}, {'text': '경찰간부', 'font_size': 12.0, 'center': [73.0, 53.0], 'conf': 0.96}, {'text': '래2023년', 'font_size': 12.0, 'center': [216.0, 57.0], 'conf': 1.0}, {'text': '졸업', 'font_size': 12.0, 'center': [256.0, 57.0], 'conf': 0.95}]",Other
20240907_005044.jpg,"[{'text': '청년들을', 'font_size': 38.05, 'center': [358.5, 119.0], 'conf': 1.0}, {'text': '전세사기', 'font_size': 38.05, 'center': [122.0, 131.5], 'conf': 0.98}, {'text': '피해', 'font_size': 37.05, 'center': [239.0, 124.5], 'conf': 1.0}, {'text': '지원합니다', 'font_size': 34.1, 'center': [537.8, 106.0], 'conf': 0.98}, {'text': '신용담센터는', 'font_size': 20.56, 'center': [197.8, 82.2], 'conf': 0.99}, {'text': '부산청년희망', 'font_size': 20.52, 'center': [100.5, 86.8], 'conf': 0.85}, {'text': '상당신형', 'font_size': 19.1, 'center': [151.5, 165.0], 'conf': 0.78}, {'text': '재무상담', 'font_size': 17.53, 'center': [695.0, 43.8], 'conf': 0.97}, {'text': '청넌G대', 'font_size': 17.53, 'center': [542.0, 140.8], 'conf': 0.77}, {'text': '부산정년혁망KT', 'font_size': 16.53, 'center': [230.5, 159.8], 'conf': 0.79}, {'text': '6051S50-6718', 'font_size': 14.58, 'center': [327.2, 153.2], 'conf': 0.9}, {'text': '비몽지원', 'font_size': 14.53, 'center': [696.0, 86.2], 'conf': 0.91}, {'text': '개인회맛개건김르아비음지면', 'font_size': 14.09, 'center': [732.8, 115.0], 'conf': 0.66}, {'text': '부차상함동악인', 'font_size': 14.04, 'center': [765.0, 58.5], 'conf': 0.73}, {'text': '연사여비료', 'font_size': 13.59, 'center': [750.8, 101.2], 'conf': 0.63}, {'text': '건시시기에라는', 'font_size': 13.54, 'center': [698.5, 104.8], 'conf': 0.64}, {'text': '지시시기회회티페적품', 'font_size': 13.04, 'center': [712.5, 129.5], 'conf': 0.53}, {'text': '유큰카관언대', 'font_size': 11.05, 'center': [822.5, 55.0], 'conf': 0.7}]",Public interest
20240909_175926.jpg,"[{'text': '육군', 'font_size': 32.0, 'center': [147.0, 26.0], 'conf': 1.0}, {'text': 'RDTT', 'font_size': 27.0, 'center': [243.0, 27.5], 'conf': 0.79}, {'text': '자체기', 'font_size': 25.0, 'center': [365.5, 27.5], 'conf': 1.0}, {'text': '스팩', 'font_size': 24.0, 'center': [436.5, 27.0], 'conf': 0.8}, {'text': '그', 'font_size': 22.0, 'center': [313.5, 28.0], 'conf': 1.0}, {'text': '이다', 'font_size': 21.0, 'center': [477.0, 27.5], 'conf': 1.0}, {'text': '모집기간', 'font_size': 16.0, 'center': [144.5, 62.0], 'conf': 0.98}, {'text': '지원집수', 'font_size': 14.53, 'center': [142.0, 78.8], 'conf': 0.98}, {'text': 'D든', 'font_size': 12.0, 'center': [224.0, 62.0], 'conf': 0.57}, {'text': 'D2~1므13', 'font_size': 12.0, 'center': [260.0, 62.0], 'conf': 0.9}, {'text': '모집대삼', 'font_size': 12.0, 'center': [321.0, 61.0], 'conf': 0.94}, {'text': '남녀문학년', 'font_size': 12.0, 'center': [380.0, 61.0], 'conf': 0.87}, {'text': '2024', 'font_size': 11.0, 'center': [194.5, 61.5], 'conf': 0.98}, {'text': '재학냄', 'font_size': 11.0, 'center': [420.5, 60.5], 'conf': 0.57}, {'text': ':DCqOrnyfficornilK', 'font_size': 11.0, 'center': [234.0, 80.5], 'conf': 0.81}]",Other
20240910_094223.jpg,"[{'text': '정명국', 'font_size': 38.01, 'center': [601.5, 71.5], 'conf': 1.0}, {'text': '풍성한', 'font_size': 37.0, 'center': [142.5, 69.5], 'conf': 0.81}, {'text': '한가위', 'font_size': 33.0, 'center': [250.0, 69.5], 'conf': 0.88}, {'text': '보내세요', 'font_size': 30.0, 'center': [372.5, 70.0], 'conf': 1.0}, {'text': '행복', 'font_size': 29.0, 'center': [122.0, 33.5], 'conf': 0.99}, {'text': '가득한', 'font_size': 27.0, 'center': [183.5, 33.5], 'conf': 1.0}, {'text': '대린시의원', 'font_size': 16.0, 'center': [619.5, 45.0], 'conf': 0.61}]",Politics
20240912_085129.jpg,"[{'text': '1000만원', 'font_size': 70.21, 'center': [190.0, 71.0], 'conf': 0.93}, {'text': '155-4601', 'font_size': 43.97, 'center': [320.0, 91.0], 'conf': 0.9}, {'text': '내집마련', 'font_size': 41.49, 'center': [341.0, 42.8], 'conf': 0.98}, {'text': '으로', 'font_size': 38.0, 'center': [289.5, 53.0], 'conf': 1.0}, {'text': '문의', 'font_size': 33.72, 'center': [251.0, 117.2], 'conf': 0.96}, {'text': '유성온천역최고입지', 'font_size': 29.24, 'center': [173.8, 136.8], 'conf': 0.9}, {'text': 'IHA', 'font_size': 29.04, 'center': [48.2, 94.0], 'conf': 0.82}, {'text': 'NUL', 'font_size': 27.62, 'center': [49.8, 119.2], 'conf': 1.0}, {'text': 'CHE', 'font_size': 27.62, 'center': [51.8, 146.8], 'conf': 1.0}]",Commercial purposes
IMG_3802.jpg,"[{'text': '위험성평가', 'font_size': 46.38, 'center': [259.5, 103.2], 'conf': 1.0}, {'text': '함께하는', 'font_size': 43.35, 'center': [155.8, 124.2], 'conf': 1.0}, {'text': '함께', 'font_size': 42.85, 'center': [344.8, 86.0], 'conf': 1.0}, {'text': '우리의', 'font_size': 42.37, 'center': [435.2, 67.2], 'conf': 1.0}, {'text': '지킨', 'font_size': 42.2, 'center': [387.5, 77.0], 'conf': 0.98}, {'text': '안전', 'font_size': 40.51, 'center': [484.5, 57.2], 'conf': 1.0}, {'text': '고용노동부', 'font_size': 23.17, 'center': [204.8, 164.2], 'conf': 0.98}, {'text': '안전보건공만', 'font_size': 20.1, 'center': [394.0, 125.5], 'conf': 0.81}, {'text': '0', 'font_size': 17.0, 'center': [257.0, 67.5], 'conf': 0.77}, {'text': '0', 'font_size': 16.76, 'center': [213.0, 75.0], 'conf': 0.91}, {'text': '3', 'font_size': 16.0, 'center': [416.0, 38.0], 'conf': 0.87}, {'text': '9', 'font_size': 16.0, 'center': [234.5, 72.0], 'conf': 0.5}, {'text': '9', 'font_size': 14.0, 'center': [278.5, 63.0], 'conf': 0.82}]",Public interest
20240906_130213_001.jpg,"[{'text': '진묘수', 'font_size': 93.0, 'center': [410.0, 76.5], 'conf': 1.0}, {'text': '타임', 'font_size': 41.51, 'center': [273.0, 56.2], 'conf': 1.0}, {'text': '캡슐', 'font_size': 41.0, 'center': [271.0, 90.5], 'conf': 0.91}, {'text': '9141020', 'font_size': 40.0, 'center': [620.0, 67.0], 'conf': 0.98}, {'text': '백제', 'font_size': 25.55, 'center': [109.2, 88.2], 'conf': 1.0}, {'text': '어울마당', 'font_size': 24.05, 'center': [173.8, 91.5], 'conf': 1.0}, {'text': '2024', 'font_size': 23.55, 'center': [63.8, 85.8], 'conf': 1.0}, {'text': '2024', 'font_size': 18.0, 'center': [558.5, 42.0], 'conf': 1.0}, {'text': '0328', 'font_size': 17.03, 'center': [668.0, 87.5], 'conf': 0.78}, {'text': '세무코크작이', 'font_size': 16.08, 'center': [74.8, 64.0], 'conf': 0.6}, {'text': '무링황몰과', 'font_size': 16.0, 'center': [626.0, 108.0], 'conf': 0.7}, {'text': '공주', 'font_size': 15.63, 'center': [583.5, 108.8], 'conf': 1.0}, {'text': '합케리는', 'font_size': 14.04, 'center': [127.0, 66.0], 'conf': 0.77}, {'text': '단타지드로일스', 'font_size': 13.54, 'center': [179.5, 68.2], 'conf': 0.74}]",Public interest
20240907_085319.jpg,"[{'text': '경기도', 'font_size': 32.52, 'center': [149.0, 56.8], 'conf': 1.0}, {'text': '파면하라', 'font_size': 32.52, 'center': [386.0, 62.8], 'conf': 1.0}, {'text': '소방본부장', 'font_size': 32.04, 'center': [262.2, 61.5], 'conf': 1.0}, {'text': '조선호', 'font_size': 29.52, 'center': [63.5, 52.8], 'conf': 1.0}, {'text': '부천', 'font_size': 24.0, 'center': [152.5, 88.0], 'conf': 1.0}, {'text': '아리셀', 'font_size': 23.05, 'center': [99.8, 86.5], 'conf': 0.99}, {'text': '화성', 'font_size': 23.0, 'center': [49.0, 83.5], 'conf': 0.97}, {'text': '사망', 'font_size': 23.0, 'center': [306.5, 94.5], 'conf': 1.0}, {'text': '이유는?', 'font_size': 22.0, 'center': [397.0, 95.0], 'conf': 0.99}, {'text': '진파', 'font_size': 21.0, 'center': [344.0, 94.5], 'conf': 0.75}, {'text': '코보스', 'font_size': 19.07, 'center': [200.2, 89.5], 'conf': 1.0}, {'text': '대규모', 'font_size': 19.03, 'center': [256.5, 92.0], 'conf': 1.0}, {'text': '소된집', 'font_size': 11.0, 'center': [178.5, 106.5], 'conf': 0.58}, {'text': '부무렌노룸보다', 'font_size': 11.0, 'center': [256.0, 109.5], 'conf': 0.63}]",Politics
20240910_143000.jpg,"[{'text': '특별혜택', 'font_size': 51.06, 'center': [401.2, 67.0], 'conf': 1.0}, {'text': '지정점', 'font_size': 42.61, 'center': [546.5, 58.2], 'conf': 1.0}, {'text': '아파트입주민', 'font_size': 31.04, 'center': [231.8, 90.0], 'conf': 0.95}, {'text': '우리동네', 'font_size': 27.02, 'center': [228.0, 57.5], 'conf': 1.0}, {'text': '충렴사점', 'font_size': 16.62, 'center': [372.5, 118.8], 'conf': 0.83}, {'text': '증기4-7428', 'font_size': 16.58, 'center': [444.8, 114.2], 'conf': 0.86}, {'text': '9LG전자', 'font_size': 14.04, 'center': [230.0, 127.5], 'conf': 0.99}, {'text': 'BEST', 'font_size': 14.0, 'center': [287.0, 125.0], 'conf': 1.0}, {'text': 'Lies Good', 'font_size': 13.59, 'center': [670.2, 10.8], 'conf': 0.86}, {'text': '봉생병원', 'font_size': 13.54, 'center': [518.5, 108.8], 'conf': 0.96}, {'text': 'SHOP', 'font_size': 12.52, 'center': [323.2, 121.8], 'conf': 0.99}, {'text': '옆', 'font_size': 12.0, 'center': [558.0, 107.0], 'conf': 1.0}, {'text': '층/염/사/', 'font_size': 11.11, 'center': [616.8, 25.5], 'conf': 0.78}]",Commercial purposes
